Community_Name,Country,Crop_Type,Farm_Size,Tech_Adoption_Index,Drone_Usage,Mobile_Tech,Annual_Yield,Fertilizer_Type,Irrigation,Weather_Station,Annual_Rainfall
Meadow Farmers Group,Nigeria,Maize,24.36,27,No,Mobile Apps,449.67,Inorganic,Sprinkler,Yes,790.68
River Growers Coalition,Tanzania,Maize,81.12,39,No,SMS,955.57,Organic,Drip,Yes,1143.01
Green Agri Society,Tanzania,Maize,36.0,90,No,None,433.91,None,Sprinkler,No,776.89
River Agri Society,Nigeria,Sorghum,90.15,13,Yes,None,250.28,Organic,Sprinkler,Yes,1197.24
Valley Agri Society,Nigeria,Maize,78.96,41,No,None,346.64,Inorganic,Drip,Yes,525.6
Mountain Farmers Group,Nigeria,Barley,8.32,38,Yes,None,315.07,None,None,Yes,967.15
Prairie Farmers Group,Ghana,Barley,41.31,1,Yes,SMS,548.87,Inorganic,Sprinkler,Yes,922.09
Valley Farmers Union,Nigeria,Sorghum,34.39,80,Yes,None,362.35,Inorganic,Sprinkler,Yes,1097.84
Valley Agricultural Association,Tanzania,Barley,78.73,0,Yes,None,564.46,Organic,None,No,473.95
Sunrise Agricultural Association,Nigeria,Barley,41.62,31,Yes,Mobile Apps,702.36,None,Sprinkler,No,624.17
Meadow Cultivators Club,Kenya,Rice,68.77,82,Yes,None,799.57,Inorganic,None,Yes,505.74
Valley Farmers Union,Nigeria,Maize,60.64,63,Yes,Mobile Apps,739.14,Organic,Drip,No,1146.48
Valley Agri Society,Nigeria,Rice,97.59,77,Yes,None,285.03,Organic,None,No,741.31
Valley Agricultural Association,South Africa,Rice,93.84,30,Yes,None,204.31,Organic,None,No,1128.05
Savannah Farmers Group,Tanzania,Barley,43.34,57,Yes,SMS,588.21,Organic,None,No,635.53
Mountain Farmers Group,Tanzania,Wheat,72.63,81,No,Mobile Apps,279.02,Inorganic,Drip,Yes,501.09
Mountain Growers Coalition,Kenya,Maize,83.12,77,No,SMS,176.44,Inorganic,None,No,637.23
Sunrise Growers Coalition,Ghana,Wheat,89.99,13,No,Mobile Apps,574.38,Inorganic,None,No,877.74
Green Growers Coalition,South Africa,Barley,7.75,87,Yes,None,394.11,None,Drip,No,1076.19
Valley Growers Coalition,Kenya,Sorghum,30.91,68,Yes,SMS,780.53,None,Sprinkler,No,708.31
Green Agri Society,Kenya,Rice,32.7,15,Yes,Mobile Apps,382.77,Organic,Sprinkler,No,1131.85
River Agri Society,Tanzania,Barley,44.01,68,Yes,Mobile Apps,980.85,Inorganic,None,No,595.39
Mountain Farmers Group,South Africa,Barley,17.76,53,Yes,SMS,782.67,Organic,Drip,Yes,954.83
Valley Agri Society,Tanzania,Wheat,50.12,12,No,Mobile Apps,151.92,Inorganic,Drip,No,988.57
Valley Farmers Union,Ghana,Sorghum,66.66,79,No,None,557.99,None,None,No,619.17
Green Agri Society,Tanzania,Rice,50.24,78,Yes,Mobile Apps,606.36,Organic,None,No,421.58
Savannah Farmers Union,Nigeria,Sorghum,66.91,30,Yes,None,725.77,Inorganic,Sprinkler,No,692.19
Green Farmers Group,Tanzania,Sorghum,7.58,68,No,Mobile Apps,548.02,Inorganic,Sprinkler,Yes,436.16
Harvest Cultivators Club,Nigeria,Sorghum,87.72,20,No,SMS,535.1,Inorganic,None,Yes,1120.6
Harvest Agricultural Association,Kenya,Maize,93.97,29,No,None,431.14,Organic,Drip,No,1162.82
Harvest Farmers Union,Ghana,Sorghum,62.17,22,Yes,Mobile Apps,344.32,None,None,No,988.3
Savannah Cultivators Club,Nigeria,Barley,88.26,37,Yes,None,951.58,Inorganic,Drip,No,981.35
Valley Farmers Group,Ghana,Maize,14.01,28,Yes,SMS,385.84,Organic,Sprinkler,No,592.71
Prairie Agri Society,Tanzania,Maize,79.95,76,Yes,Mobile Apps,157.08,Inorganic,None,Yes,459.14
Meadow Growers Coalition,Tanzania,Sorghum,12.8,31,No,Mobile Apps,250.56,Organic,Drip,No,1041.68
Savannah Farmers Group,Kenya,Barley,41.39,61,No,None,871.55,None,Sprinkler,Yes,847.33
Sunrise Farmers Union,Tanzania,Rice,33.06,90,Yes,SMS,627.97,Inorganic,None,Yes,945.3
Harvest Agri Society,Nigeria,Sorghum,58.97,97,No,SMS,800.9,Organic,None,No,1023.71
Green Farmers Group,Kenya,Maize,30.85,44,Yes,Mobile Apps,827.9,Inorganic,Sprinkler,No,727.55
Sunrise Agricultural Association,Ghana,Rice,64.09,48,No,None,840.91,Organic,None,Yes,515.64
Valley Agricultural Association,Kenya,Rice,37.37,32,Yes,Mobile Apps,595.55,None,Sprinkler,No,1036.03
Prairie Agricultural Association,Ghana,Maize,86.22,3,No,Mobile Apps,259.41,None,Drip,Yes,763.01
Valley Agri Society,South Africa,Rice,63.75,17,No,None,233.41,Organic,None,No,1061.54
Green Agricultural Association,Nigeria,Barley,22.31,69,No,SMS,616.59,None,Sprinkler,No,750.16
Prairie Farmers Union,Nigeria,Barley,34.28,63,Yes,Mobile Apps,429.86,Inorganic,Sprinkler,No,573.61
Meadow Agri Society,Ghana,Sorghum,84.89,27,No,Mobile Apps,602.24,None,Drip,No,536.8
Prairie Cultivators Club,Tanzania,Sorghum,39.26,57,Yes,None,548.63,Inorganic,None,Yes,995.14
Savannah Cultivators Club,Tanzania,Rice,54.04,90,Yes,None,641.98,None,Sprinkler,No,859.91
Mountain Growers Coalition,South Africa,Maize,65.25,89,No,Mobile Apps,128.9,None,Sprinkler,No,723.68
Savannah Growers Coalition,Ghana,Barley,35.43,55,Yes,SMS,129.55,Inorganic,Sprinkler,No,793.69
Green Farmers Group,South Africa,Wheat,30.1,19,Yes,None,749.44,None,None,Yes,839.71
Golden Cultivators Club,Ghana,Sorghum,48.05,76,Yes,Mobile Apps,273.81,Inorganic,None,No,591.53
Prairie Agricultural Association,South Africa,Barley,22.27,91,Yes,SMS,686.98,Inorganic,Drip,Yes,702.53
Green Agri Society,Ghana,Rice,29.14,33,No,None,591.92,None,Drip,Yes,633.93
Meadow Farmers Union,Nigeria,Barley,7.15,86,Yes,None,983.62,None,Drip,No,710.74
Golden Farmers Union,South Africa,Barley,31.09,9,No,Mobile Apps,851.87,Inorganic,None,Yes,800.45
Meadow Farmers Group,South Africa,Rice,32.75,93,Yes,None,471.82,Organic,Sprinkler,No,538.69
Mountain Growers Coalition,Ghana,Sorghum,96.22,21,Yes,Mobile Apps,654.77,None,None,No,714.81
Meadow Cultivators Club,Kenya,Sorghum,59.38,4,Yes,None,205.56,None,None,No,708.4
Green Agricultural Association,Kenya,Wheat,78.95,43,Yes,SMS,447.75,Organic,None,Yes,628.8
Sunrise Farmers Union,Nigeria,Wheat,5.49,8,Yes,SMS,760.5,Organic,Drip,Yes,1198.8
Green Farmers Group,Tanzania,Sorghum,11.55,42,Yes,None,660.4,None,Sprinkler,Yes,458.9
Meadow Agricultural Association,Tanzania,Sorghum,81.64,3,Yes,Mobile Apps,536.02,None,None,No,914.36
Mountain Cultivators Club,Nigeria,Sorghum,62.73,41,Yes,None,258.88,None,Drip,No,539.55
Harvest Agricultural Association,Tanzania,Sorghum,19.91,64,Yes,Mobile Apps,822.83,Organic,None,Yes,1071.62
Sunrise Agricultural Association,Ghana,Barley,41.07,97,No,None,345.85,None,Sprinkler,Yes,1131.36
Savannah Agri Society,Kenya,Wheat,54.33,40,No,SMS,838.43,Organic,Drip,No,721.18
Harvest Cultivators Club,Nigeria,Rice,84.52,63,Yes,Mobile Apps,650.45,Organic,None,Yes,1058.78
Meadow Farmers Union,Ghana,Maize,6.98,54,Yes,SMS,435.46,Inorganic,Drip,No,599.93
Savannah Agri Society,Nigeria,Rice,60.08,89,Yes,SMS,136.54,Organic,Sprinkler,No,512.05
Harvest Farmers Group,Kenya,Maize,71.99,17,No,SMS,309.18,Inorganic,Sprinkler,Yes,652.7
Meadow Farmers Union,Tanzania,Barley,97.81,15,No,None,900.16,Organic,Drip,No,673.34
Green Agricultural Association,Ghana,Wheat,80.91,86,No,Mobile Apps,836.18,Organic,None,No,717.89
Meadow Farmers Union,Kenya,Maize,28.35,45,Yes,SMS,617.37,Inorganic,Sprinkler,Yes,698.37
Golden Farmers Group,Nigeria,Sorghum,71.25,35,Yes,Mobile Apps,519.69,Inorganic,Sprinkler,Yes,728.92
Prairie Farmers Group,South Africa,Barley,76.56,89,No,Mobile Apps,682.43,Inorganic,None,Yes,968.03
Meadow Farmers Group,Ghana,Maize,73.24,65,Yes,SMS,519.62,Inorganic,Drip,No,596.46
Savannah Agricultural Association,Nigeria,Sorghum,82.19,43,Yes,None,679.87,Inorganic,Drip,No,414.86
Sunrise Farmers Group,Nigeria,Barley,90.47,4,No,SMS,376.66,Inorganic,None,Yes,791.74
Mountain Cultivators Club,Kenya,Maize,10.74,28,Yes,SMS,854.65,Inorganic,Sprinkler,No,758.63
Prairie Agricultural Association,Nigeria,Sorghum,11.37,3,No,Mobile Apps,731.73,Organic,Sprinkler,Yes,448.05
River Agri Society,Ghana,Wheat,79.84,98,No,None,396.98,Organic,None,No,507.04
Valley Cultivators Club,Ghana,Barley,25.98,85,Yes,Mobile Apps,847.6,Inorganic,None,No,807.94
Savannah Cultivators Club,Nigeria,Maize,6.8,48,No,None,538.61,None,Drip,No,587.8
Valley Agricultural Association,Kenya,Sorghum,40.72,71,Yes,SMS,257.17,Inorganic,Drip,No,1102.08
Green Growers Coalition,Ghana,Wheat,82.17,84,No,None,169.94,None,None,No,538.63
Valley Growers Coalition,South Africa,Sorghum,13.53,7,Yes,Mobile Apps,729.65,Organic,Sprinkler,Yes,416.1
Prairie Farmers Union,Tanzania,Wheat,67.51,51,Yes,SMS,878.61,Organic,Drip,Yes,758.05
Green Agricultural Association,Kenya,Maize,1.36,68,Yes,None,826.7,None,None,No,1188.93
Savannah Agricultural Association,Kenya,Sorghum,11.86,20,Yes,None,690.09,Organic,Sprinkler,Yes,907.1
Mountain Cultivators Club,Tanzania,Sorghum,35.73,26,No,Mobile Apps,227.24,Inorganic,Drip,Yes,683.22
Green Farmers Union,Tanzania,Rice,9.28,37,No,None,184.64,None,None,No,413.49
River Farmers Union,Ghana,Barley,84.74,4,Yes,SMS,410.53,None,None,No,787.96
Harvest Growers Coalition,Nigeria,Sorghum,86.54,84,Yes,None,869.42,Organic,Sprinkler,No,565.17
River Growers Coalition,Nigeria,Wheat,75.8,60,Yes,Mobile Apps,965.56,None,Sprinkler,Yes,918.2
Golden Farmers Union,South Africa,Barley,25.01,7,No,None,317.22,None,None,Yes,866.41
Sunrise Cultivators Club,Nigeria,Maize,52.8,85,No,SMS,785.89,None,Sprinkler,Yes,612.17
Harvest Farmers Union,South Africa,Barley,19.23,17,Yes,SMS,616.48,Organic,None,No,455.11
Harvest Agricultural Association,South Africa,Rice,28.85,3,No,None,128.63,None,Sprinkler,No,1004.02
Prairie Cultivators Club,Kenya,Maize,52.08,3,Yes,None,588.62,None,Sprinkler,No,868.37
Meadow Farmers Union,Kenya,Sorghum,73.77,36,No,SMS,825.35,Inorganic,Drip,No,1073.7
Harvest Agri Society,Ghana,Maize,10.37,14,Yes,Mobile Apps,348.51,Inorganic,Drip,No,607.84
Golden Farmers Group,Tanzania,Maize,30.37,37,Yes,SMS,907.63,None,Sprinkler,Yes,922.29
River Growers Coalition,Tanzania,Rice,92.74,26,Yes,None,312.63,Organic,None,Yes,494.94
Golden Farmers Union,South Africa,Wheat,43.48,84,No,None,168.83,None,Sprinkler,Yes,633.45
Sunrise Cultivators Club,Tanzania,Maize,93.95,47,Yes,Mobile Apps,243.95,Organic,Drip,No,925.23
Mountain Cultivators Club,South Africa,Wheat,99.15,45,No,SMS,853.3,Inorganic,None,No,1060.47
Prairie Farmers Group,Tanzania,Barley,53.14,45,No,SMS,475.58,Inorganic,Sprinkler,Yes,656.74
Savannah Cultivators Club,Ghana,Rice,29.52,47,Yes,Mobile Apps,817.25,None,Sprinkler,Yes,1039.08
Valley Agri Society,Kenya,Sorghum,79.29,58,Yes,SMS,578.11,Organic,Sprinkler,No,942.2
Golden Agricultural Association,Kenya,Maize,16.77,3,Yes,Mobile Apps,532.5,Organic,Sprinkler,Yes,678.94
Sunrise Growers Coalition,South Africa,Wheat,25.95,74,No,SMS,826.22,Organic,Drip,No,1101.12
Valley Cultivators Club,Tanzania,Maize,78.7,18,No,Mobile Apps,481.14,None,Drip,Yes,807.38
Harvest Cultivators Club,Nigeria,Rice,43.93,56,No,Mobile Apps,821.83,Organic,Drip,Yes,918.6
Sunrise Farmers Union,Ghana,Sorghum,20.95,18,No,Mobile Apps,190.6,Inorganic,Drip,Yes,796.51
Valley Growers Coalition,Tanzania,Barley,65.46,90,No,None,672.68,Organic,None,Yes,762.18
Prairie Farmers Union,Nigeria,Barley,73.54,41,No,None,732.33,Organic,None,No,1078.38
Harvest Farmers Union,Ghana,Wheat,13.38,91,No,None,909.19,None,None,No,635.76
Golden Agri Society,Ghana,Barley,28.42,4,Yes,SMS,301.89,None,Sprinkler,No,429.3
Valley Agricultural Association,Kenya,Wheat,22.91,47,Yes,Mobile Apps,643.8,None,None,Yes,1103.83
Golden Agricultural Association,South Africa,Sorghum,38.61,24,Yes,SMS,489.93,None,Drip,No,1060.02
Meadow Agricultural Association,Tanzania,Maize,76.58,66,No,SMS,444.49,None,Drip,Yes,693.25
Harvest Farmers Group,Ghana,Rice,71.66,25,Yes,Mobile Apps,196.04,Organic,Sprinkler,No,548.36
Savannah Growers Coalition,Tanzania,Sorghum,66.59,73,No,None,220.81,Organic,None,Yes,940.43
Mountain Agricultural Association,Ghana,Sorghum,1.62,87,No,SMS,853.29,None,Sprinkler,No,463.01
Mountain Farmers Union,Kenya,Barley,15.07,61,No,SMS,774.78,None,Sprinkler,No,739.0
Golden Growers Coalition,South Africa,Barley,23.11,92,No,SMS,444.11,Organic,None,Yes,468.69
Valley Agricultural Association,Nigeria,Rice,27.92,6,Yes,None,845.64,None,Sprinkler,No,878.33
Mountain Growers Coalition,Nigeria,Maize,15.5,43,No,Mobile Apps,172.69,Inorganic,None,Yes,421.77
Valley Farmers Union,Kenya,Sorghum,41.62,86,Yes,Mobile Apps,662.3,Organic,None,Yes,903.39
Savannah Agri Society,Ghana,Barley,8.44,26,No,SMS,881.36,Inorganic,Sprinkler,Yes,938.56
Golden Agricultural Association,Kenya,Sorghum,75.25,41,Yes,Mobile Apps,854.98,Organic,Drip,No,789.72
Prairie Agri Society,South Africa,Maize,78.98,72,No,None,435.5,Organic,None,No,540.01
River Growers Coalition,Nigeria,Wheat,57.85,55,No,Mobile Apps,770.71,Organic,Drip,No,481.12
Valley Agri Society,Tanzania,Maize,9.88,2,Yes,SMS,484.72,Organic,Drip,No,650.63
Prairie Cultivators Club,Nigeria,Sorghum,89.12,12,Yes,SMS,856.12,Organic,None,No,772.17
River Agricultural Association,South Africa,Sorghum,96.6,69,Yes,Mobile Apps,577.69,Organic,Drip,Yes,913.77
Savannah Agri Society,Ghana,Rice,21.03,58,No,SMS,788.37,Organic,Sprinkler,No,401.0
Green Farmers Group,Kenya,Sorghum,70.76,37,No,None,170.71,None,Sprinkler,No,968.85
River Growers Coalition,Nigeria,Barley,84.35,84,No,None,631.02,None,Drip,No,970.17
Valley Agricultural Association,Nigeria,Rice,54.44,82,Yes,None,595.26,None,Sprinkler,Yes,755.63
Harvest Farmers Union,Tanzania,Sorghum,33.01,88,Yes,None,648.98,Inorganic,None,Yes,674.73
River Cultivators Club,Kenya,Maize,48.38,67,Yes,SMS,726.08,Organic,None,Yes,1073.85
Golden Agricultural Association,Tanzania,Sorghum,51.71,85,No,SMS,926.3,None,Drip,Yes,1027.67
River Agricultural Association,Tanzania,Maize,40.66,68,No,Mobile Apps,807.11,None,Sprinkler,No,1186.62
Harvest Farmers Union,Ghana,Maize,93.05,0,Yes,SMS,297.67,None,Drip,Yes,697.54
Meadow Agri Society,Nigeria,Sorghum,74.64,49,No,Mobile Apps,843.31,Organic,Sprinkler,No,1125.47
Golden Growers Coalition,Kenya,Maize,24.89,80,No,SMS,209.87,Organic,None,No,469.92
Savannah Farmers Group,Ghana,Wheat,58.97,72,No,Mobile Apps,659.98,Inorganic,Sprinkler,No,729.17
Harvest Farmers Group,Ghana,Rice,69.18,8,Yes,Mobile Apps,894.48,Inorganic,Sprinkler,Yes,772.3
Prairie Agri Society,Ghana,Sorghum,14.88,52,Yes,None,191.01,Organic,Drip,No,752.7
Valley Cultivators Club,South Africa,Wheat,36.48,87,Yes,Mobile Apps,864.72,Inorganic,None,Yes,900.08
Valley Agri Society,South Africa,Maize,90.65,9,No,Mobile Apps,818.76,None,Sprinkler,Yes,536.17
Meadow Cultivators Club,Ghana,Maize,57.15,83,Yes,Mobile Apps,553.4,Inorganic,None,Yes,1093.16
Valley Cultivators Club,South Africa,Rice,22.48,80,Yes,Mobile Apps,378.01,None,Sprinkler,Yes,841.41
Mountain Farmers Union,Kenya,Wheat,13.16,76,No,Mobile Apps,464.89,Inorganic,None,Yes,1123.37
Golden Agricultural Association,Nigeria,Wheat,52.3,28,No,None,971.79,None,Sprinkler,Yes,402.11
Meadow Cultivators Club,Kenya,Sorghum,55.22,35,No,Mobile Apps,281.53,Inorganic,None,Yes,903.99
Mountain Farmers Union,Nigeria,Maize,34.11,86,No,Mobile Apps,621.64,Inorganic,Sprinkler,No,729.97
River Agricultural Association,South Africa,Barley,63.41,26,Yes,Mobile Apps,174.92,Organic,None,Yes,804.08
Harvest Farmers Union,Kenya,Sorghum,7.8,17,No,SMS,296.1,Organic,Sprinkler,No,995.04
Mountain Cultivators Club,Tanzania,Sorghum,15.37,17,No,SMS,786.98,None,Sprinkler,Yes,581.72
Mountain Agri Society,Ghana,Sorghum,55.08,8,No,None,372.34,Organic,None,No,563.92
Meadow Agri Society,Nigeria,Rice,7.12,66,No,Mobile Apps,987.19,None,Drip,No,962.41
Harvest Farmers Group,Nigeria,Rice,88.21,6,No,Mobile Apps,550.74,Organic,Sprinkler,No,817.09
Prairie Agri Society,Tanzania,Sorghum,15.07,57,No,SMS,564.89,Organic,Sprinkler,No,586.91
Harvest Agri Society,Tanzania,Barley,67.72,78,Yes,Mobile Apps,132.68,None,Drip,Yes,787.21
Meadow Agricultural Association,Ghana,Wheat,39.73,29,Yes,None,960.87,Inorganic,Sprinkler,No,767.65
Harvest Agricultural Association,South Africa,Wheat,40.58,72,Yes,Mobile Apps,256.81,None,None,Yes,953.16
Sunrise Agricultural Association,Kenya,Maize,76.72,60,Yes,None,584.51,None,Drip,Yes,402.13
Savannah Agri Society,Kenya,Wheat,50.45,90,No,SMS,456.11,None,Sprinkler,Yes,869.41
Sunrise Agri Society,Kenya,Wheat,72.84,99,No,None,474.03,Organic,None,No,884.54
Sunrise Cultivators Club,South Africa,Barley,51.01,81,No,None,678.97,Organic,None,Yes,996.41
Sunrise Farmers Group,Ghana,Wheat,59.7,94,Yes,None,695.88,Organic,Drip,No,1111.38
Sunrise Growers Coalition,Kenya,Barley,76.31,16,No,None,238.86,None,Drip,Yes,752.15
Harvest Cultivators Club,Nigeria,Rice,61.12,52,No,None,549.63,Inorganic,Drip,No,674.02
Valley Agricultural Association,Nigeria,Barley,61.95,5,No,None,811.43,Inorganic,None,Yes,481.86
Green Growers Coalition,Nigeria,Rice,79.13,38,No,None,498.96,None,Sprinkler,No,669.47
Green Farmers Union,Tanzania,Barley,94.96,24,Yes,None,249.22,None,None,No,454.79
Harvest Agricultural Association,Tanzania,Sorghum,38.29,41,No,None,381.9,Inorganic,None,Yes,1042.26
Prairie Growers Coalition,South Africa,Rice,58.13,41,No,SMS,291.14,Organic,Drip,Yes,1045.6
Prairie Agricultural Association,Kenya,Rice,9.54,58,No,None,213.24,None,Sprinkler,No,733.79
Prairie Agri Society,Tanzania,Wheat,36.52,37,Yes,None,439.82,Inorganic,None,No,607.71
River Farmers Group,Nigeria,Rice,41.79,30,No,Mobile Apps,586.84,Inorganic,Drip,No,494.42
Green Agricultural Association,Tanzania,Barley,83.69,28,No,Mobile Apps,165.48,Inorganic,Drip,No,1080.99
Green Agricultural Association,Nigeria,Sorghum,51.83,8,No,Mobile Apps,643.44,Organic,Sprinkler,No,1102.0
River Agri Society,Kenya,Sorghum,73.38,0,No,None,993.72,Inorganic,Sprinkler,No,613.03
Prairie Agri Society,South Africa,Wheat,2.88,79,No,SMS,967.71,Inorganic,Drip,Yes,897.41
Valley Cultivators Club,Ghana,Barley,46.98,86,No,SMS,846.26,Inorganic,Sprinkler,Yes,606.92
Sunrise Farmers Group,Ghana,Barley,90.23,71,No,Mobile Apps,339.71,None,Sprinkler,No,580.1
Sunrise Cultivators Club,Nigeria,Maize,23.21,46,Yes,Mobile Apps,120.17,None,None,Yes,416.97
Sunrise Growers Coalition,Tanzania,Rice,4.12,75,Yes,None,850.19,None,Sprinkler,No,861.73
Valley Agricultural Association,Tanzania,Wheat,43.91,9,No,SMS,150.15,Inorganic,Drip,Yes,519.95
Prairie Agricultural Association,Nigeria,Sorghum,70.74,15,No,SMS,285.07,Inorganic,Sprinkler,No,409.9
Meadow Cultivators Club,Kenya,Maize,45.99,46,Yes,Mobile Apps,590.01,Organic,None,No,483.88
Prairie Agricultural Association,Nigeria,Barley,46.54,42,Yes,SMS,260.54,Inorganic,Sprinkler,Yes,651.02
Golden Farmers Union,Kenya,Rice,67.31,23,Yes,Mobile Apps,850.41,Organic,None,Yes,935.33
Prairie Agricultural Association,South Africa,Sorghum,26.18,7,Yes,Mobile Apps,799.44,Inorganic,Sprinkler,Yes,562.1
Golden Agri Society,South Africa,Maize,75.44,74,No,None,780.19,Organic,Sprinkler,No,1110.07
Prairie Growers Coalition,Nigeria,Barley,16.16,25,No,Mobile Apps,834.51,None,Drip,Yes,630.79
Prairie Agri Society,South Africa,Sorghum,40.18,6,No,None,297.73,Inorganic,Drip,No,664.98
Meadow Agricultural Association,Tanzania,Sorghum,65.94,78,No,SMS,756.0,Organic,Sprinkler,Yes,574.38
Prairie Agricultural Association,Kenya,Barley,83.01,14,No,SMS,419.75,None,Sprinkler,Yes,603.04
Mountain Farmers Union,Ghana,Barley,79.36,47,Yes,Mobile Apps,700.16,None,None,Yes,459.31
Savannah Cultivators Club,Ghana,Wheat,72.45,2,Yes,Mobile Apps,209.82,Inorganic,None,No,635.82
Valley Growers Coalition,South Africa,Sorghum,36.55,15,Yes,None,735.03,Organic,Drip,No,1087.69
Green Farmers Union,Kenya,Barley,13.11,78,Yes,None,974.9,Organic,Sprinkler,Yes,950.74
Mountain Farmers Group,Tanzania,Maize,22.47,88,Yes,SMS,139.24,Organic,Sprinkler,No,1100.21
Valley Cultivators Club,Ghana,Rice,86.62,96,No,SMS,184.45,None,None,No,483.89
Mountain Farmers Group,Tanzania,Wheat,85.88,13,Yes,Mobile Apps,211.27,Organic,Sprinkler,Yes,764.49
Harvest Growers Coalition,Tanzania,Barley,95.2,87,Yes,Mobile Apps,487.51,None,Sprinkler,Yes,583.4
Meadow Growers Coalition,Ghana,Rice,8.52,74,No,None,361.7,Organic,Sprinkler,Yes,976.97
River Cultivators Club,Ghana,Wheat,54.14,2,No,Mobile Apps,826.23,None,None,Yes,1176.19
Sunrise Cultivators Club,South Africa,Sorghum,65.22,72,No,None,526.41,Inorganic,None,No,1052.29
Harvest Cultivators Club,Kenya,Rice,71.36,69,No,SMS,536.08,None,None,Yes,428.22
Harvest Agricultural Association,Nigeria,Wheat,64.74,30,No,SMS,745.33,Organic,Sprinkler,No,653.33
Meadow Growers Coalition,Kenya,Barley,77.23,79,Yes,Mobile Apps,425.77,None,None,Yes,422.86
River Cultivators Club,Nigeria,Barley,36.59,74,No,None,417.89,Organic,Drip,Yes,432.13
Mountain Cultivators Club,Ghana,Wheat,18.76,16,No,Mobile Apps,781.23,Inorganic,Drip,Yes,463.61
Sunrise Farmers Union,Tanzania,Sorghum,21.25,48,Yes,Mobile Apps,802.04,None,None,Yes,621.06
Meadow Agri Society,Kenya,Wheat,2.19,2,Yes,None,112.96,Inorganic,None,Yes,643.36
Mountain Cultivators Club,Tanzania,Maize,35.68,82,No,Mobile Apps,229.41,None,Sprinkler,Yes,720.36
Sunrise Agricultural Association,Kenya,Wheat,10.08,87,No,None,291.79,None,None,No,723.94
Meadow Agri Society,Kenya,Wheat,32.83,54,Yes,None,416.44,Inorganic,None,No,1017.13
Harvest Agri Society,Tanzania,Barley,63.19,71,No,Mobile Apps,362.3,Inorganic,Drip,No,513.12
Golden Agri Society,South Africa,Sorghum,89.55,99,No,None,701.67,None,Drip,No,526.19
Meadow Farmers Union,Ghana,Wheat,84.12,39,No,SMS,845.32,None,Drip,No,901.27
Savannah Growers Coalition,South Africa,Rice,26.01,65,No,SMS,272.88,None,Drip,No,857.39
Golden Agri Society,South Africa,Barley,14.27,86,No,SMS,606.68,Inorganic,None,No,523.2
Green Agri Society,Kenya,Barley,20.11,39,Yes,SMS,431.03,Organic,Drip,Yes,1081.81
Savannah Cultivators Club,Ghana,Wheat,97.13,29,Yes,Mobile Apps,555.2,Inorganic,Sprinkler,No,663.25
Harvest Agri Society,Kenya,Rice,55.4,24,No,SMS,658.68,None,Sprinkler,Yes,693.57
Golden Farmers Union,Nigeria,Wheat,19.07,6,No,SMS,904.24,None,None,No,736.37
Meadow Farmers Group,Kenya,Rice,84.23,91,Yes,SMS,273.06,Inorganic,Sprinkler,No,658.16
Valley Farmers Union,Tanzania,Barley,40.12,49,Yes,SMS,178.31,None,Drip,Yes,845.96
Golden Agri Society,Kenya,Rice,90.02,80,Yes,Mobile Apps,664.49,None,Drip,Yes,710.92
Green Cultivators Club,Nigeria,Wheat,26.81,95,No,SMS,454.72,None,Sprinkler,Yes,607.55
Harvest Agri Society,Kenya,Maize,39.93,0,Yes,None,246.61,None,None,Yes,1123.58
Mountain Farmers Group,Nigeria,Maize,50.99,90,No,None,205.38,None,Drip,Yes,646.68
Prairie Cultivators Club,Ghana,Rice,89.37,43,No,Mobile Apps,603.02,Organic,Drip,No,958.79
Sunrise Agricultural Association,Kenya,Wheat,87.01,99,No,Mobile Apps,370.42,Inorganic,Sprinkler,Yes,677.78
